yyyy,mm,tmax,tmin,af,rain,sun,station
2005.0,3,9.3,2.9,10.0,87.8,67.4,cwmystwyth
2005.0,4,11.2,3.9,3.0,129.3,138.8,cwmystwyth
2005.0,5,13.9,5.5,1.0,71.8,189.3,cwmystwyth
2005.0,6,17.8,9.8,0.0,94.1,,cwmystwyth
2005.0,7,18.5,11.3,0.0,104.1,156.4,cwmystwyth
2005.0,8,18.5,9.9,0.0,115.4,168.7,cwmystwyth
2005.0,9,17.0,9.4,0.0,149.1,116.5,cwmystwyth
2005.0,10,14.2,8.8,0.0,191.8,83.0,cwmystwyth
2005.0,11,9.3,1.7,13.0,249.9,80.6,cwmystwyth
2005.0,12,7.0,1.9,10.0,226.2,26.3,cwmystwyth
2006.0,1,5.9,1.4,15.0,97.2,54.6,cwmystwyth
2006.0,2,5.3,0.2,14.0,121.9,64.0,cwmystwyth
2006.0,3,6.9,0.9,12.0,196.3,84.2,cwmystwyth
2006.0,4,10.8,3.6,5.0,97.0,144.9,cwmystwyth
2006.0,5,14.3,6.2,1.0,190.3,158.3,cwmystwyth
2006.0,6,,,,30.0,,cwmystwyth
2006.0,7,,,,51.8,,cwmystwyth
2006.0,8,,,,170.2,,cwmystwyth
2006.0,9,,,,72.6,,cwmystwyth
2006.0,10,14.5,8.5,0.0,205.6,98.2,cwmystwyth
2006.0,11,10.5,3.2,6.0,228.9,71.1,cwmystwyth
2006.0,12,8.3,3.0,7.0,304.2,31.0,cwmystwyth
2007.0,1,8.7,3.4,5.0,223.0,31.1,cwmystwyth
2007.0,2,7.9,2.1,8.0,165.2,75.1,cwmystwyth
2007.0,3,9.5,2.2,6.0,117.2,131.4,cwmystwyth
2007.0,4,15.8,4.4,3.0,18.8,232.5,cwmystwyth
2007.0,5,14.5,6.0,2.0,192.5,176.4,cwmystwyth
2007.0,6,18.0,10.0,0.0,159.3,112.3,cwmystwyth
2007.0,7,16.3,9.6,0.0,260.8,145.3,cwmystwyth
2007.0,8,17.5,8.7,0.0,89.1,161.0,cwmystwyth
2007.0,9,15.7,8.5,0.0,148.3,113.4,cwmystwyth
2007.0,10,13.5,6.6,1.0,77.8,102.8,cwmystwyth
2007.0,11,9.7,3.8,7.0,118.5,37.0,cwmystwyth
2007.0,12,7.3,1.6,14.0,224.3,45.0,cwmystwyth
2008.0,1,8.1,2.8,4.0,348.9,27.0,cwmystwyth
2008.0,2,9.6,0.9,13.0,84.2,114.9,cwmystwyth
2008.0,3,7.8,1.2,8.0,209.3,95.4,cwmystwyth
2008.0,4,10.0,2.6,9.0,127.2,139.4,cwmystwyth
2008.0,5,17.2,7.4,0.0,66.0,201.5,cwmystwyth
2008.0,6,15.5,7.4,0.0,113.9,183.6,cwmystwyth
2008.0,7,17.5,10.6,0.0,186.1,124.4,cwmystwyth
2008.0,8,16.7,11.5,0.0,231.0,66.1,cwmystwyth
2008.0,9,15.5,7.8,0.0,162.2,96.3,cwmystwyth
2008.0,10,11.5,5.6,1.0,317.6,79.1,cwmystwyth
2008.0,11,8.7,3.8,5.0,237.3,38.9,cwmystwyth
2008.0,12,5.9,-0.3,19.0,140.1,57.2,cwmystwyth
2009.0,1,5.8,-0.7,15.0,167.1,42.0,cwmystwyth
2009.0,2,5.5,0.8,11.0,35.1,26.2,cwmystwyth
2009.0,3,8.7,2.0,6.0,110.8,93.0,cwmystwyth
2009.0,4,12.5,3.5,6.0,78.6,135.7,cwmystwyth
2009.0,5,14.1,6.1,0.0,126.1,152.2,cwmystwyth
2009.0,6,18.2,9.0,0.0,99.9,182.4,cwmystwyth
2009.0,7,17.7,11.0,0.0,219.9,128.7,cwmystwyth
2009.0,8,17.8,11.1,0.0,140.7,140.1,cwmystwyth
2009.0,9,15.7,8.8,0.0,86.3,57.2,cwmystwyth
2009.0,10,13.9,6.9,3.0,126.6,78.9,cwmystwyth
2009.0,11,9.4,4.9,0.0,425.4,34.0,cwmystwyth
2009.0,12,5.2,-0.2,13.0,167.7,36.7,cwmystwyth
2013.0,1,7.1,3.5,0.0,201.2,,dunstaffnage
2013.0,2,7.4,1.5,8.0,70.6,,dunstaffnage
2013.0,3,6.7,1.2,8.0,22.6,,dunstaffnage
2013.0,4,10.0,3.2,6.0,119.0,,dunstaffnage
2013.0,5,13.5,6.5,0.0,123.8,,dunstaffnage
2013.0,6,16.6,9.1,0.0,53.8,,dunstaffnage
2013.0,7,20.3,12.0,0.0,55.8,,dunstaffnage
2013.0,8,17.7,11.8,0.0,125.6,,dunstaffnage
2013.0,9,15.9,9.9,0.0,129.4,,dunstaffnage
2013.0,10,13.9,8.8,0.0,201.4,,dunstaffnage
2013.0,11,9.1,3.3,4.0,173.4,,dunstaffnage
2013.0,12,9.5,5.2,0.0,330.5,,dunstaffnage
2014.0,1,7.4,3.6,0.0,217.1,,dunstaffnage
2014.0,2,8.0,3.6,0.0,228.0,,dunstaffnage
2014.0,3,9.7,4.6,2.0,167.0,,dunstaffnage
2014.0,4,13.3,6.6,0.0,105.4,,dunstaffnage
2014.0,5,15.0,8.2,0.0,159.8,,dunstaffnage
2014.0,6,17.8,10.7,0.0,51.6,,dunstaffnage
2014.0,7,19.8,11.9,0.0,116.8,,dunstaffnage
2014.0,8,17.3,10.6,0.0,142.4,,dunstaffnage
2014.0,9,17.7,10.5,0.0,39.2,,dunstaffnage
2014.0,10,13.8,7.9,0.0,307.8,,dunstaffnage
2014.0,11,11.4,5.7,0.0,129.6,,dunstaffnage
2014.0,12,8.1,2.8,3.0,271.2,,dunstaffnage
2015.0,1,7.0,2.1,5.0,306.4,,dunstaffnage
2015.0,2,7.3,1.3,11.0,144.6,,dunstaffnage
2015.0,3,9.3,2.6,3.0,220.2,,dunstaffnage
2015.0,4,11.9,3.0,2.0,105.2,,dunstaffnage
2015.0,5,12.4,5.9,2.0,179.4,,dunstaffnage
2015.0,6,15.3,8.4,0.0,115.8,,dunstaffnage
2015.0,7,17.0,10.2,0.0,127.2,,dunstaffnage
2015.0,8,17.8,11.1,0.0,122.0,,dunstaffnage
2015.0,9,16.5,9.5,0.0,38.6,,dunstaffnage
2015.0,10,14.2,8.0,0.0,87.0,,dunstaffnage
2015.0,11,10.7,5.9,1.0,255.8,,dunstaffnage
2015.0,12,10.1,4.9,2.0,342.6,,dunstaffnage
2016.0,1,7.6,3.3,2.0,265.7,,dunstaffnage
2016.0,2,7.3,1.6,8.0,185.6,,dunstaffnage
2016.0,3,9.8,3.0,4.0,107.6,,dunstaffnage
2016.0,4,10.8,3.5,2.0,93.2,,dunstaffnage
2016.0,5,16.5,7.2,1.0,97.8,,dunstaffnage
2016.0,6,18.7,10.7,0.0,64.8,,dunstaffnage
2016.0,7,17.2,11.5,0.0,155.2,,dunstaffnage
2016.0,8,18.6,11.9,0.0,164.0,,dunstaffnage
2016.0,9,17.2,11.4,0.0,229.8,,dunstaffnage
2016.0,10,14.0,7.5,0.0,66.2,,dunstaffnage
2016.0,11,8.5,2.7,9.0,128.2,,dunstaffnage
2016.0,12,10.3,5.6,1.0,179.0,,dunstaffnage
2017.0,1,8.2,3.5,2.0,111.4,,dunstaffnage
2017.0,2,8.4,3.8,3.0,168.0,,dunstaffnage
2017.0,3,10.8,4.2,4.0,146.4,,dunstaffnage
2017.0,4,11.2,5.8,0.0,67.8,,dunstaffnage
2017.0,5,17.1,7.8,0.0,45.2,,dunstaffnage
2017.0,6,16.1,10.5,0.0,138.4,,dunstaffnage
2017.0,7,18.2,10.8,0.0,122.4,,dunstaffnage
2017.0,8,18.1,11.4,0.0,150.4,,dunstaffnage
2017.0,9,16.4,10.2,0.0,157.6,,dunstaffnage
2017.0,10,14.0,8.9,0.0,234.6,,dunstaffnage
2017.0,11,9.2,4.1,1.0,146.2,,dunstaffnage
2017.0,12,7.9,2.6,6.0,172.4,,dunstaffnage
2018.0,1,7.0,2.0,8.0,213.8,,dunstaffnage
2018.0,2,6.6,1.0,9.0,144.0,,dunstaffnage
2018.0,3,7.4,1.6,7.0,93.4,,dunstaffnage
2018.0,4,12.0,5.4,1.0,93.0,,dunstaffnage
2018.0,5,17.0,8.0,0.0,73.0,,dunstaffnage
2018.0,6,20.1,10.2,0.0,72.2,,dunstaffnage
2018.0,7,20.4,11.8,0.0,87.7,,dunstaffnage
2018.0,8,17.4,11.2,0.0,139.0,,dunstaffnage
2018.0,9,15.0,9.0,0.0,227.8,,dunstaffnage
2018.0,10,12.8,7.0,1.0,250.0,,dunstaffnage
2018.0,11,11.2,5.6,2.0,154.0,,dunstaffnage
2018.0,12,8.9,4.3,0.0,154.2,,dunstaffnage
2019.0,1,7.3,2.9,6.0,116.2,,dunstaffnage
2019.0,2,10.3,3.8,5.0,133.0,,dunstaffnage
2019.0,3,9.3,4.6,2.0,186.6,,dunstaffnage
2019.0,4,13.8,6.2,1.0,18.6,,dunstaffnage
2019.0,5,14.5,6.6,0.0,100.0,,dunstaffnage
2019.0,6,17.4,9.9,0.0,94.0,,dunstaffnage
2019.0,7,19.5,12.8,0.0,168.8,,dunstaffnage
2019.0,8,19.5,12.3,0.0,246.8,,dunstaffnage
2019.0,9,17.1,10.2,0.0,153.8,,dunstaffnage
2019.0,10,12.5,6.5,1.0,182.9,,dunstaffnage
2019.0,11,9.1,3.6,7.0,36.4,,dunstaffnage
2019.0,12,8.9,4.1,2.0,281.2,,dunstaffnage
2020.0,1,8.9,4.3,2.0,327.6,,dunstaffnage
2020.0,2,8.0,2.8,1.0,255.4,,dunstaffnage
2020.0,3,9.1,3.1,3.0,206.8,,dunstaffnage
2020.0,4,13.6,4.9,1.0,31.6,,dunstaffnage
2020.0,5,15.5,6.7,1.0,83.0,,dunstaffnage
2020.0,6,18.5,10.5,0.0,88.4,,dunstaffnage
2020.0,7,16.7,10.3,0.0,174.2,,dunstaffnage
2020.0,8,19.4,11.3,0.0,100.6,,dunstaffnage
2020.0,9,16.0,9.2,0.0,175.2,,dunstaffnage
2020.0,10,12.5,6.8,0.0,263.2,,dunstaffnage
2020.0,11,11.3,5.9,0.0,253.2,,dunstaffnage
2020.0,12,7.9,3.2,7.0,182.2,,dunstaffnage
2021.0,1,5.7,-0.0,17.0,144.0,,dunstaffnage
2021.0,2,7.6,3.0,7.0,113.2,,dunstaffnage
2021.0,3,9.6,3.9,1.0,228.6,,dunstaffnage
2021.0,4,11.6,2.0,8.0,25.0,,dunstaffnage
2021.0,5,13.9,5.6,0.0,43.4,,dunstaffnage
2021.0,6,17.7,9.7,0.0,90.6,,dunstaffnage
2021.0,7,21.3,12.5,0.0,38.4,,dunstaffnage
2021.0,8,20.2,11.3,0.0,72.6,,dunstaffnage
2021.0,9,17.9,11.5,0.0,145.4,,dunstaffnage
2021.0,10,13.9,8.8,0.0,317.4,,dunstaffnage
2021.0,11,10.9,6.3,2.0,147.6,,dunstaffnage
2021.0,12,8.1,3.4,4.0,146.8,,dunstaffnage
2022.0,1,8.9,4.8,0.0,152.8,,dunstaffnage
2022.0,2,8.6,3.5,1.0,249.2,,dunstaffnage
2022.0,3,11.7,3.1,3.0,59.4,,dunstaffnage
2022.0,4,13.1,5.0,2.0,75.8,,dunstaffnage
2022.0,5,14.8,9.0,0.0,143.2,,dunstaffnage
2022.0,6,17.8,10.0,0.0,110.2,,dunstaffnage
2022.0,7,18.6,12.1,0.0,101.4,,dunstaffnage
2022.0,8,19.3,11.6,0.0,92.8,,dunstaffnage
2022.0,9,17.8,10.7,0.0,108.8,,dunstaffnage
2022.0,10,14.3,9.6,0.0,240.4,,dunstaffnage
2022.0,11,11.6,7.0,1.0,233.4,,dunstaffnage
2022.0,12,7.2,1.6,12.0,99.6,,dunstaffnage
2013.0,1,5.5,0.8,13.0,80.9,,durham
2013.0,2,6.0,0.2,13.0,27.2,,durham
2013.0,3,4.9,-0.2,15.0,59.4,,durham
2013.0,4,10.9,3.3,3.0,22.8,,durham
2013.0,5,15.0,5.8,0.0,100.8,,durham
2013.0,6,18.1,8.9,0.0,23.0,,durham
2013.0,7,23.2,12.8,0.0,52.8,,durham
2013.0,8,20.6,11.9,0.0,71.2,,durham
2013.0,9,17.1,8.8,0.0,84.6,,durham
2013.0,10,14.4,8.8,0.0,100.2,,durham
2013.0,11,9.2,2.3,5.0,54.0,,durham
2013.0,12,8.8,3.1,3.0,65.4,,durham
2014.0,1,7.1,2.3,6.0,91.2,,durham
2014.0,2,8.3,2.8,2.0,61.2,,durham
2014.0,3,10.9,3.2,6.0,33.0,,durham
2014.0,4,13.4,5.7,2.0,56.0,,durham
2014.0,5,15.6,7.7,1.0,78.0,,durham
2014.0,6,19.0,10.3,0.0,47.2,,durham
2014.0,7,21.8,11.5,0.0,54.4,,durham
2014.0,8,18.6,10.2,0.0,79.4,,durham
2014.0,9,18.2,9.9,0.0,15.8,,durham
2014.0,10,14.9,7.8,0.0,51.0,,durham
2014.0,11,10.5,4.9,2.0,63.6,,durham
2014.0,12,8.1,1.9,11.0,27.0,,durham
2015.0,1,6.7,1.5,10.0,49.4,,durham
2015.0,2,7.7,1.0,10.0,15.4,,durham
2015.0,3,10.0,2.2,6.0,39.8,,durham
2015.0,4,13.7,3.4,2.0,21.0,,durham
2015.0,5,14.4,6.0,1.0,70.6,,durham
2015.0,6,17.8,8.0,0.0,28.4,,durham
2015.0,7,19.1,10.5,0.0,86.2,,durham
2015.0,8,19.4,11.1,0.0,81.0,,durham
2015.0,9,16.7,7.6,0.0,38.0,,durham
2015.0,10,14.2,6.2,0.0,69.8,,durham
2015.0,11,11.4,5.7,1.0,104.4,,durham
2015.0,12,10.9,5.0,2.0,120.2,,durham
2016.0,1,7.2,2.2,10.0,116.6,,durham
2016.0,2,7.9,0.8,13.0,30.2,,durham
2016.0,3,9.7,2.3,5.0,52.4,,durham
2016.0,4,10.9,2.9,2.0,83.2,,durham
2016.0,5,15.5,7.0,0.0,39.0,,durham
2016.0,6,17.7,9.4,0.0,49.8,,durham
2016.0,7,20.2,12.1,0.0,34.6,,durham
2016.0,8,20.2,12.0,0.0,69.8,,durham
2016.0,9,19.2,11.3,0.0,35.6,,durham
2016.0,10,13.8,6.8,0.0,52.2,,durham
2016.0,11,8.2,1.7,8.0,86.0,,durham
2016.0,12,9.0,3.1,5.0,46.4,,durham
2017.0,1,6.5,0.7,16.0,33.2,,durham
2017.0,2,,,,57.0,,durham
2017.0,3,11.7,4.1,3.0,42.4,,durham
2017.0,4,13.6,4.3,3.0,29.0,,durham
2017.0,5,17.3,8.0,0.0,19.8,,durham
2017.0,6,19.0,11.1,0.0,103.4,,durham
2017.0,7,19.2,11.1,0.0,71.2,,durham
2017.0,8,19.1,10.9,0.0,49.0,,durham
2017.0,9,16.8,9.3,0.0,89.4,,durham
2017.0,10,15.3,8.9,0.0,29.0,,durham
2017.0,11,9.5,2.9,3.0,85.6,,durham
2017.0,12,7.4,1.4,14.0,25.4,,durham
2018.0,1,6.7,1.6,8.0,55.0,,durham
2018.0,2,5.5,-0.2,18.0,51.0,,durham
2018.0,3,7.3,0.9,12.0,76.4,,durham
2018.0,4,,,,75.0,,durham
2018.0,5,,,,,,durham
2018.0,6,19.9,9.6,0.0,31.2,,durham
2018.0,7,,,,48.2,,durham
2018.0,8,20.2,12.1,0.0,49.8,,durham
2018.0,9,17.6,9.1,0.0,46.8,,durham
2018.0,10,14.2,5.9,2.0,53.4,,durham
2018.0,11,10.2,5.0,1.0,56.4,,durham
2018.0,12,8.6,2.5,5.0,43.8,,durham
2019.0,1,7.2,1.2,13.0,15.0,,durham
2019.0,2,10.6,2.2,6.0,27.6,,durham
2019.0,3,11.1,3.8,1.0,52.8,,durham
2019.0,4,12.9,3.5,4.0,30.2,,durham
2019.0,5,15.3,6.0,1.0,37.2,,durham
2019.0,6,17.5,9.4,0.0,108.4,,durham
2019.0,7,21.6,12.8,0.0,70.2,,durham
2019.0,8,20.4,12.5,0.0,81.2,,durham
2019.0,9,17.6,9.1,0.0,84.2,,durham
2019.0,10,12.0,5.8,0.0,88.4,,durham
2019.0,11,8.1,3.2,7.0,106.6,,durham
2019.0,12,8.0,2.8,7.0,29.0,,durham
2020.0,1,9.2,3.1,2.0,33.0,,durham
2020.0,2,8.4,2.3,3.0,87.2,,durham
2020.0,3,10.5,2.2,7.0,24.2,,durham
2020.0,4,14.4,4.4,1.0,3.8,,durham
2020.0,5,17.4,6.9,1.0,18.0,,durham
2020.0,6,18.2,10.1,0.0,82.6,,durham
2020.0,7,19.2,11.0,0.0,55.6,,durham
2020.0,8,19.5,12.1,0.0,110.8,,durham
2020.0,9,17.2,8.8,0.0,57.0,,durham
2020.0,10,13.1,6.2,0.0,94.6,,durham
2020.0,11,11.2,5.1,2.0,25.6,,durham
2020.0,12,6.8,2.1,7.0,111.6,,durham
2021.0,1,5.1,-0.4,16.0,137.2,,durham
2021.0,2,7.4,1.1,10.0,82.0,,durham
2021.0,3,11.0,3.9,4.0,24.0,,durham
2021.0,4,12.1,0.7,12.0,14.4,,durham
2021.0,5,14.3,5.0,2.0,81.8,,durham
2021.0,6,19.6,10.1,0.0,28.8,,durham
2021.0,7,21.5,12.8,0.0,69.0,,durham
2021.0,8,19.4,11.5,0.0,44.8,,durham
2021.0,9,19.6,11.4,0.0,44.4,,durham
2021.0,10,14.5,8.1,0.0,85.6,,durham
2021.0,11,11.0,4.7,3.0,51.0,,durham
2021.0,12,7.4,2.2,4.0,71.2,,durham
2022.0,1,8.8,1.6,12.0,15.8,,durham
2022.0,2,9.4,2.7,2.0,64.8,,durham
2022.0,3,11.9,2.9,5.0,41.4,,durham
2022.0,4,13.2,4.1,4.0,26.6,,durham
2022.0,5,16.4,8.3,0.0,51.2,,durham
2022.0,6,19.5,10.2,0.0,39.8,,durham
2022.0,7,22.5,13.3,0.0,49.2,,durham
2022.0,8,22.6,11.9,0.0,13.0,,durham
2022.0,9,17.9,10.0,0.0,99.0,,durham
2022.0,10,15.1,8.5,0.0,90.0,,durham
2022.0,11,10.4,5.7,4.0,104.0,,durham
2022.0,12,6.2,0.5,13.0,60.4,,durham
2013.0,1,7.3,1.1,9.0,76.4,49.1,eastbourne
2013.0,2,6.4,1.6,2.0,31.6,75.6,eastbourne
2013.0,3,6.8,0.7,5.0,55.8,64.1,eastbourne
2013.0,4,11.3,3.1,2.0,57.4,159.1,eastbourne
2013.0,5,15.1,5.4,0.0,54.4,199.0,eastbourne
2013.0,6,18.1,8.5,0.0,13.8,204.3,eastbourne
2013.0,7,22.5,11.4,0.0,35.3,258.2,eastbourne
2013.0,8,22.0,9.6,0.0,32.9,269.6,eastbourne
2013.0,9,19.0,8.3,0.0,48.0,143.3,eastbourne
2013.0,10,16.7,6.3,0.0,170.8,101.9,eastbourne
2013.0,11,11.1,3.3,0.0,116.3,80.9,eastbourne
2013.0,12,10.8,4.5,0.0,145.0,58.6,eastbourne
2014.0,1,10.4,1.1,0.0,162.8,61.6,eastbourne
2014.0,2,10.5,1.9,0.0,123.7,102.8,eastbourne
2014.0,3,12.5,2.9,0.0,47.8,188.9,eastbourne
2014.0,4,14.7,3.2,0.0,44.4,196.4,eastbourne
2014.0,5,15.4,4.1,0.0,59.6,236.3,eastbourne
2014.0,6,20.2,9.1,0.0,10.3,214.4,eastbourne
2014.0,7,22.3,10.6,0.0,63.3,235.9,eastbourne
2014.0,8,20.5,10.7,0.0,100.3,237.1,eastbourne
2014.0,9,20.6,7.9,0.0,9.8,185.4,eastbourne
2014.0,10,17.6,4.7,0.0,155.1,119.6,eastbourne
2014.0,11,13.1,3.0,0.0,157.3,56.1,eastbourne
2014.0,12,9.5,0.4,3.0,58.1,73.3,eastbourne
2015.0,1,9.1,0.6,6.0,128.7,70.3,eastbourne
2015.0,2,8.6,-1.5,5.0,65.3,97.5,eastbourne
2015.0,3,10.8,2.9,0.0,25.4,142.0,eastbourne
2015.0,4,14.4,1.5,0.0,8.0,243.0,eastbourne
2015.0,5,15.3,5.7,0.0,71.0,206.4,eastbourne
2015.0,6,19.6,7.8,0.0,20.5,230.1,eastbourne
2015.0,7,20.5,11.0,0.0,62.3,212.6,eastbourne
2015.0,8,21.0,10.9,0.0,147.6,181.2,eastbourne
2015.0,9,18.2,10.4,0.0,102.6,196.1,eastbourne
2015.0,10,15.5,4.9,0.0,38.1,117.2,eastbourne
2015.0,11,13.8,1.7,1.0,101.8,33.9,eastbourne
2015.0,12,13.5,1.7,0.0,85.6,27.1,eastbourne
2016.0,1,9.9,1.6,3.0,167.8,68.0,eastbourne
2016.0,2,9.8,1.1,3.0,53.7,75.2,eastbourne
2016.0,3,10.6,-0.4,1.0,45.1,144.8,eastbourne
2016.0,4,12.7,4.4,0.0,26.1,192.8,eastbourne
2016.0,5,17.0,6.6,0.0,44.2,224.2,eastbourne
2016.0,6,19.1,9.1,0.0,75.2,144.7,eastbourne
2016.0,7,21.2,11.4,0.0,5.0,248.8,eastbourne
2016.0,8,21.9,11.0,0.0,21.8,235.6,eastbourne
2016.0,9,21.3,7.7,0.0,21.6,139.4,eastbourne
2016.0,10,16.2,6.0,0.0,32.7,116.8,eastbourne
2016.0,11,11.9,3.0,1.0,69.5,69.7,eastbourne
2016.0,12,10.9,-0.4,1.0,12.3,60.7,eastbourne
2017.0,1,8.0,2.5,11.0,102.3,78.6,eastbourne
2017.0,2,9.6,2.2,0.0,33.8,51.7,eastbourne
2017.0,3,13.0,5.6,0.0,19.0,125.5,eastbourne
2017.0,4,14.5,2.8,0.0,8.6,217.5,eastbourne
2017.0,5,17.4,4.8,0.0,51.4,180.5,eastbourne
2017.0,6,20.6,8.8,0.0,34.1,241.2,eastbourne
2017.0,7,21.9,10.0,0.0,77.5,173.6,eastbourne
2017.0,8,21.4,10.3,0.0,58.7,208.3,eastbourne
2017.0,9,18.9,8.7,0.0,74.2,64.9,eastbourne
2017.0,10,16.3,6.2,0.0,25.4,83.0,eastbourne
2017.0,11,11.4,5.0,1.0,35.1,72.2,eastbourne
2017.0,12,9.0,1.4,7.0,122.0,51.2,eastbourne
2018.0,1,9.5,0.6,0.0,83.9,54.0,eastbourne
2018.0,2,6.5,2.3,8.0,49.0,144.6,eastbourne
2018.0,3,8.4,2.0,4.0,80.5,94.9,eastbourne
2018.0,4,13.7,3.9,0.0,68.9,170.8,eastbourne
2018.0,5,18.4,5.6,0.0,34.8,288.9,eastbourne
2018.0,6,20.4,7.9,0.0,0.2,276.6,eastbourne
2018.0,7,24.8,10.4,0.0,27.3,329.6,eastbourne
2018.0,8,22.4,11.5,0.0,87.1,210.5,eastbourne
2018.0,9,19.4,9.3,0.0,37.2,192.4,eastbourne
2018.0,10,16.7,4.1,0.0,33.3,163.0,eastbourne
2018.0,11,12.1,4.5,0.0,113.1,67.4,eastbourne
2018.0,12,10.7,1.3,0.0,115.6,50.2,eastbourne
2019.0,1,7.8,-4.6,6.0,25.1,75.7,eastbourne
2019.0,2,10.6,-0.8,2.0,58.0,143.1,eastbourne
2019.0,3,12.2,1.5,0.0,50.0,133.7,eastbourne
2019.0,4,14.1,2.7,0.0,15.0,183.4,eastbourne
2019.0,5,16.4,5.6,0.0,23.0,232.8,eastbourne
2019.0,6,18.9,9.2,0.0,97.4,255.5,eastbourne
2019.0,7,22.2,9.0,0.0,63.6,275.9,eastbourne
2019.0,8,22.2,9.5,0.0,41.4,250.3,eastbourne
2019.0,9,20.3,7.1,0.0,77.5,162.7,eastbourne
2019.0,10,15.4,5.8,0.0,112.0,83.6,eastbourne
2019.0,11,10.9,3.3,0.0,165.0,59.9,eastbourne
2019.0,12,10.3,1.4,3.0,125.6,67.7,eastbourne
2020.0,1,10.0,-2.7,1.0,60.4,54.6,eastbourne
2020.0,2,10.4,-1.6,0.0,124.4,78.9,eastbourne
2020.0,3,10.3,-0.1,0.0,42.8,181.0,eastbourne
2020.0,4,15.1,2.1,0.0,22.0,263.0,eastbourne
2020.0,5,18.2,3.9,0.0,0.9,328.9,eastbourne
2020.0,6,20.2,9.0,0.0,27.8,235.7,eastbourne
2020.0,7,21.5,11.5,0.0,13.8,244.9,eastbourne
2020.0,8,23.2,9.8,0.0,39.6,231.6,eastbourne
2020.0,9,20.5,9.9,0.0,45.1,164.1,eastbourne
2020.0,10,15.0,5.8,0.0,122.8,80.1,eastbourne
2020.0,11,13.3,2.5,0.0,34.2,69.7,eastbourne
2020.0,12,9.5,2.8,2.0,153.9,61.0,eastbourne
2021.0,1,7.3,-1.7,7.0,74.0,29.5,eastbourne
2021.0,2,8.4,-3.4,6.0,32.2,69.7,eastbourne
2021.0,3,10.8,-0.6,1.0,15.0,160.3,eastbourne
2021.0,4,11.0,2.6,1.0,3.7,234.1,eastbourne
2021.0,5,14.3,4.2,0.0,71.4,202.4,eastbourne
2021.0,6,19.4,7.9,0.0,93.4,208.3,eastbourne
2021.0,7,20.9,9.3,0.0,78.7,231.0,eastbourne
2021.0,8,19.7,11.1,0.0,41.5,192.5,eastbourne
2021.0,9,20.6,8.0,0.0,53.2,169.6,eastbourne
2021.0,10,16.3,6.0,0.0,144.8,99.7,eastbourne
2021.0,11,11.8,1.7,0.0,11.0,67.7,eastbourne
2021.0,12,10.3,1.4,0.0,80.9,27.9,eastbourne
2022.0,1,9.7,-0.5,2.0,19.8,64.5,eastbourne
2022.0,2,11.0,1.0,0.0,42.7,99.2,eastbourne
2022.0,3,11.8,1.1,0.0,16.0,185.9,eastbourne
2022.0,4,14.4,4.5,0.0,19.8,229.7,eastbourne
2022.0,5,17.9,4.9,0.0,47.6,224.8,eastbourne
2022.0,6,20.2,8.3,0.0,31.6,268.0,eastbourne
2022.0,7,24.3,9.0,0.0,0.2,302.0,eastbourne
2022.0,8,24.3,9.6,0.0,34.4,264.6,eastbourne
2022.0,9,20.3,7.3,0.0,106.6,168.4,eastbourne
2022.0,10,18.3,5.1,0.0,64.9,115.3,eastbourne
2022.0,11,13.9,2.3,0.0,206.7,57.9,eastbourne
2022.0,12,8.2,0.4,9.0,124.9,38.7,eastbourne
2013.0,1,4.4,0.2,18.0,189.7,17.6,eskdalemuir
2013.0,2,5.1,-1.3,20.0,98.2,84.8,eskdalemuir
2013.0,3,3.9,-2.3,24.0,56.1,63.8,eskdalemuir
2013.0,4,8.9,1.1,11.0,165.4,99.5,eskdalemuir
2013.0,5,13.1,3.9,7.0,119.4,119.0,eskdalemuir
2013.0,6,16.9,7.0,0.0,82.2,126.9,eskdalemuir
2013.0,7,21.4,11.1,0.0,134.4,185.4,eskdalemuir
2013.0,8,17.8,10.1,0.0,102.0,73.8,eskdalemuir
2013.0,9,14.9,7.6,0.0,117.8,67.1,eskdalemuir
2013.0,10,12.6,7.7,0.0,242.8,40.6,eskdalemuir
2013.0,11,7.4,-0.4,15.0,96.8,67.1,eskdalemuir
2013.0,12,7.5,1.9,7.0,390.4,18.5,eskdalemuir
2014.0,1,5.7,1.5,5.0,239.4,10.9,eskdalemuir
2014.0,2,5.8,1.0,9.0,301.5,15.8,eskdalemuir
2014.0,3,8.7,1.8,12.0,187.2,85.4,eskdalemuir
2014.0,4,12.0,4.3,4.0,121.4,109.0,eskdalemuir
2014.0,5,13.9,6.2,1.0,117.2,80.5,eskdalemuir
2014.0,6,17.8,9.0,0.0,60.8,109.0,eskdalemuir
2014.0,7,20.0,9.1,0.0,101.4,178.6,eskdalemuir
2014.0,8,16.5,8.3,0.0,138.0,121.0,eskdalemuir
2014.0,9,17.0,7.6,0.0,16.0,91.1,eskdalemuir
2014.0,10,12.4,5.7,4.0,315.2,46.0,eskdalemuir
2014.0,11,9.0,3.6,2.0,156.0,36.0,eskdalemuir
2014.0,12,5.6,-0.5,13.0,248.8,31.3,eskdalemuir
2015.0,1,5.0,-0.6,14.0,351.7,37.0,eskdalemuir
2015.0,2,5.5,-1.3,15.0,154.4,71.0,eskdalemuir
2015.0,3,7.4,0.4,13.0,193.6,74.1,eskdalemuir
